260;America-MG;0;0;Corinthians;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
261;Flamengo;0;0;Fluminense;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
262;Bragantino;0;0;Goias;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
263;Palmeiras;0;0;Santos;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
264;Botafogo;0;0;Coritiba;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
265;Juventude;0;0;Fortaleza;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
266;Ceara;0;0;Sao Paulo;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
267;Atletico-GO;0;0;Internacional;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
268;Avai;0;0;Atletico-MG;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
269;Athletico-PR;0;0;Cuiaba;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
270;Atletico-MG;0;0;Palmeiras;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
271;Fluminense;0;0;Juventude;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
272;Sao Paulo;0;0;Avai;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
273;Corinthians;0;0;Atletico-GO;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
274;Santos;0;0;Athletico-PR;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
275;Internacional;0;0;Bragantino;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
276;Fortaleza;0;0;Flamengo;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
277;Goias;0;0;Botafogo;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
278;Cuiaba;0;0;America-MG;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
279;Coritiba;0;0;Ceara;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
280;Atletico-MG;0;0;Fluminense;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
281;Flamengo;0;0;Bragantino;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
282;Sao Paulo;0;0;Coritiba;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
283;Corinthians;0;0;Cuiaba;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
284;Botafogo;0;0;Palmeiras;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
285;Internacional;0;0;Santos;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
286;Ceara;0;0;America-MG;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
287;Goias;0;0;Fortaleza;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
288;Avai;0;0;Atletico-GO;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
289;Athletico-PR;0;0;Juventude;P;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
